rank,title,Previous Rank,Revenues ($M),Revenue Change %,Profits ($M),Profit Change %,Assets ($M),Mkt Value as of 3/29/18 ($M),Employees,Rank increase
709,Southwestern Energy,823,3203.0,31.5,1046.0,,7521.0,2542.0,1575,114
710,Keysight Technologies,745,3189.0,9.3,102.0,-69.6,5933.0,9825.0,12600,35
711,Regal Entertainment Group,696,3163.0,-1.1,112.3,-34.1,2843.0,,26047,-15
712,Mutual of America Life Insurance,770,3163.0,16.1,26.2,56.7,21194.0,,1079,58
713,Paychex,737,3151.0,6.8,817.3,8.0,6834.0,22128.0,13700,24
714,Brinker International,684,3151.0,-3.3,150.8,-24.9,1414.0,1673.0,57906,-30
715,Penn National Gaming,728,3148.0,3.7,473.5,333.1,5235.0,2407.0,18754,13
716,Gannett,722,3147.0,3.2,6.9,-86.9,2570.0,1126.0,19000,6
717,Visteon,693,3146.0,-1.9,176.0,134.7,2304.0,3409.0,10000,-24
718,Pinnacle Foods,708,3144.0,0.5,532.0,152.0,6578.0,6440.0,4900,-10
719,Intuitive Surgical,773,3129.0,15.7,660.0,-10.3,5758.0,46675.0,4444,54
720,Continental Resources,945,3121.0,57.6,789.4,,14200.0,22119.0,1127,225
721,Service Corp. International,729,3095.0,2.1,546.7,208.8,12865.0,6959.0,19468,8
722,Scientific Games,750,3084.0,6.9,,,7725.0,3743.0,8600,28
723,Albemarle,654,3072.0,-12.0,54.9,-91.5,7751.0,10269.0,5400,-69
724,Atmos Energy,670,3063.0,-8.6,396.4,13.2,10750.0,9348.0,4565,-54
725,Hologic,755,3059.0,8.0,755.5,128.4,7980.0,10331.0,6233,30
726,H& R Block,727,3036.0,-0.1,408.9,9.3,2694.0,5316.0,44900,1
727,Qorvo,787,3033.0,16.2,,,6522.0,8912.0,8600,60
728,Steelcase,718,3032.0,-0.9,124.6,-26.8,1792.0,1580.0,12650,-10
729,Univision Communications,724,3016.0,-0.8,654.9,199.2,9599.0,0.0,4500,-5
730,Worthington Industries,757,3014.0,6.9,204.5,42.3,2325.0,2644.0,10000,27
731,Timken,781,3004.0,12.5,203.4,33.3,3402.0,3556.0,15006,50
732,A.O. Smith,776,2997.0,11.6,296.5,-9.2,3197.0,10908.0,16100,44
733,PriceSmart,748,2997.0,3.1,90.7,2.3,1178.0,2540.0,7903,15
734,Stifel Financial,785,2997.0,13.4,182.9,124.3,21384.0,4256.0,7100,51
735,Brown-Forman,713,2994.0,-3.1,669.0,-37.3,4625.0,26160.0,4570,-22
736,Cinemark Holdings,744,2992.0,2.5,264.2,3.6,4471.0,4388.0,19915,8
737,Granite Construction,808,2990.0,18.9,69.1,21.0,1872.0,2228.0,3600,71
738,Dycom Industries,780,2978.0,0.8,151.3,-3.7,1841.0,3357.0,14365,42
739,Clean Harbors,764,2945.0,6.9,100.7,,3707.0,2758.0,12700,25
740,First Solar,738,2941.0,-0.3,,,6865.0,7416.0,4100,-2
741,Scotts Miracle-Gro,740,2936.0,0.0,218.3,-30.8,2747.0,4881.0,4700,-1
742,Cracker Barrel Old Country Store,747,2926.0,0.5,201.9,6.7,1522.0,3821.0,73000,5
743,Triple-S Management,732,2916.0,-2.3,54.5,212.5,3117.0,616.0,3517,-11
744,First Republic Bank,842,2912.0,22.6,757.7,12.5,87781.0,14982.0,4025,98
745,ServiceMaster Global Holdings,768,2912.0,6.0,510.0,229.0,5646.0,6882.0,13000,23
746,PC Connection,775,2912.0,8.1,54.9,14.0,748.0,671.0,2505,29
747,Genesco,751,2907.0,1.3,,-214.8,1315.0,809.0,19350,4
748,Medical Mutual of Ohio,762,2895.0,5.0,8.1,-80.0,2234.0,,2244,14
749,MSC Industrial Direct,752,2888.0,0.8,231.4,0.1,2099.0,5178.0,6563,3
750,Legg Mason,783,2887.0,8.5,227.3,,8290.0,3437.0,3338,33
751,Hyster-Yale Materials Handling,792,2885.0,12.3,48.6,13.6,1648.0,1157.0,6800,41
752,Apollo Global Management,881,2884.0,29.8,629.1,56.2,6991.0,5970.0,1047,129
753,Citrix Systems,661,2883.0,-15.7,,-103.9,5820.0,12635.0,7500,-92
754,Acadia Healthcare,754,2877.0,0.9,199.8,3153.1,6425.0,3459.0,34050,0
755,Varian Medical Systems,691,2862.0,-11.1,249.6,-38.0,3179.0,11198.0,6600,-64
756,Groupon,704,2859.0,-9.0,14.0,,1678.0,2437.0,6672,-52
757,Aleris,782,2858.0,7.3,,,2644.0,,5400,25
758,Sprague Resources,837,2855.0,19.5,29.5,190.2,1363.0,542.0,981,79
759,Cooper Tire & Rubber,743,2855.0,-2.4,95.4,-61.6,2608.0,1491.0,9204,-16
761,Penn Mutual Life Insurance,799,2851.0,12.4,594.0,181.8,31660.0,,3089,38
763,ArcBest,774,2827.0,4.7,59.7,220.2,1366.0,822.0,13000,11
765,TRI Pointe Group,831,2810.0,16.8,187.2,-4.1,3805.0,2487.0,1251,66
766,Annaly Capital Management,853,2809.0,20.1,1569.6,9.5,101760.0,12095.0,152,87
767,G-III Apparel Group,838,2807.0,17.6,62.1,19.6,1915.0,1849.0,9961,71
768,AMC Networks,763,2806.0,1.8,471.3,74.2,5033.0,3140.0,2039,-5
769,Enable Midstream Partners,870,2803.0,23.4,436.0,39.7,11593.0,5935.0,1630,101
770,Ciena,788,2802.0,7.7,1262.0,1638.6,3952.0,3719.0,5737,18
771,DSW,772,2800.0,3.3,67.3,-46.0,1414.0,1798.0,12000,1
772,Convergys,746,2792.0,-4.2,121.4,-15.1,2415.0,2073.0,115000,-26
774,Pool,791,2788.0,8.5,191.6,28.7,1101.0,5931.0,4000,17
775,Fossil Group,723,2788.0,-8.4,,-706.3,1658.0,618.0,12300,-52
776,Dominos Pizza,815,2788.0,12.8,277.9,29.5,837.0,10060.0,14200,39
777,Crane,767,2786.0,1.4,171.8,39.9,3594.0,5547.0,10600,-10
778,Caleres,790,2786.0,8.0,87.2,32.8,1489.0,1444.0,12000,12
779,Tempur Sealy International,709,2754.0,-12.0,151.4,-20.6,2694.0,2461.0,7000,-70
780,Tetra Tech,789,2753.0,6.6,117.9,40.7,1903.0,2734.0,16000,9
781,Illumina,833,2752.0,14.7,726.0,56.9,5257.0,34754.0,6200,52
782,Valmont Industries,804,2746.0,8.9,116.2,-32.9,2602.0,3322.0,10690,22
783,Hill-Rom Holdings,784,2744.0,3.3,133.6,7.7,4529.0,5757.0,10000,1
784,Unisys,756,2742.0,-2.8,,,2542.0,544.0,20500,-28
785,Zions Bancorp.,816,2736.0,10.8,592.0,26.2,66288.0,10362.0,10083,31
786,Sinclair Broadcast Group,769,2734.0,-0.1,576.0,134.8,6785.0,3185.0,8900,-17
787,Louisiana-Pacific,878,2734.0,22.4,389.8,160.2,2449.0,4173.0,5000,91
788,Mettler-Toledo International,810,2725.0,8.6,376.0,-2.2,2550.0,14635.0,14600,22
789,Synopsys,827,2725.0,12.5,136.6,-48.8,5396.0,12380.0,11686,38
790,Kemper,803,2723.0,8.0,120.9,619.6,8376.0,2933.0,5550,13
791,Cabot,829,2717.0,12.7,241.0,61.7,3314.0,3444.0,4500,38
792,Great Plains Energy,778,2708.0,1.2,,-136.6,12458.0,6856.0,2709,-14
793,Rent-A-Center,735,2703.0,-8.8,6.7,,1421.0,461.0,18300,-58
794,Hawaiian Holdings,819,2696.0,10.0,364.0,54.6,2860.0,1986.0,6660,25
795,Revlon,855,2694.0,15.4,,,3057.0,1085.0,7800,60
797,Public Storage,794,2669.0,4.2,1442.2,-0.8,10733.0,34885.0,5600,-3
798,TTM Technologies,800,2659.0,4.9,124.2,256.3,2782.0,1582.0,29000,2
799,Vectren,820,2657.0,8.5,216.0,2.1,6239.0,5310.0,5500,21
800,Trimble,844,2654.0,12.4,121.1,-8.5,4298.0,8920.0,9523,44
801,NOW,910,2648.0,25.7,,,1749.0,1104.0,4463,109
802,Spirit Airlines,860,2648.0,14.0,420.6,58.8,4144.0,2577.0,6100,58
803,ASGN,822,2626.0,7.6,157.7,62.2,1810.0,4272.0,3800,19
804,Lincoln Electric Holdings,868,2624.0,15.4,247.5,24.8,2407.0,5902.0,11000,64
805,Prologis,801,2618.0,3.4,1652.3,36.6,29481.0,33578.0,1565,-4
807,Teledyne Technologies,900,2604.0,21.1,227.2,19.0,3846.0,6682.0,10340,93
808,Vishay Intertechnology,858,2604.0,12.1,,-141.7,3459.0,2682.0,23000,50
809,Boston Properties,796,2602.0,2.0,462.4,-9.8,19372.0,19018.0,740,-13
810,Applied Industrial Technologies,806,2594.0,2.9,133.9,352.8,1388.0,2819.0,5554,-4
811,Graham Holdings,813,2592.0,4.4,302.0,79.2,4938.0,3312.0,16153,2
812,Amica Mutual Insurance,834,2590.0,8.0,96.1,-38.9,6355.0,,3693,22
814,ITT,830,2585.0,7.5,113.5,-39.0,3700.0,4343.0,10000,16
815,Kansas City Southern,854,2583.0,10.7,962.0,101.2,9199.0,11320.0,7130,39
816,MDC Holdings,857,2578.0,10.8,141.8,37.4,2780.0,1567.0,1491,41
817,Evergy,793,2571.0,0.3,323.9,-6.5,11624.0,7480.0,2205,-24
818,Pinnacle Entertainment,840,2562.0,7.7,63.1,,3950.0,1753.0,15377,22
819,Hawaiian Electric Industries,839,2556.0,7.3,165.3,-33.4,13100.0,3742.0,3880,20
820,TEGNA,671,2550.0,-23.7,273.7,-37.3,4962.0,2456.0,5283,-149
821,Southwest Gas Holdings,817,2549.0,3.6,193.8,27.5,6237.0,3259.0,7771,-4
822,Vista Outdoor,872,2547.0,12.2,,-286.7,2977.0,936.0,6400,50
823,Bon-Ton Stores,779,2541.0,-5.0,,,1587.0,1.0,23300,-44
824,Super Micro Computer,884,2530.0,14.2,69.3,-3.7,1489.0,828.0,2699,60
825,Plexus,795,2528.0,-1.1,112.1,46.6,1976.0,2012.0,16000,-30
826,TrueBlue,766,2509.0,-8.8,55.5,,1109.0,1063.0,5500,-60
827,Magellan Midstream Partners,889,2508.0,13.7,869.5,8.3,7394.0,13315.0,1802,62
828,Toro,836,2505.0,4.7,267.7,15.9,1494.0,6621.0,6779,8
829,Akamai Technologies,851,2503.0,7.0,218.3,-30.9,4603.0,12069.0,7650,22
830,Moog,828,2498.0,3.5,141.3,11.5,3091.0,2949.0,10675,-2
832,Equity Residential,825,2471.0,1.9,603.5,-85.9,20571.0,22687.0,2683,-7
833,Selective Insurance Group,865,2470.0,8.1,168.8,6.5,7686.0,3566.0,2260,32
834,AptarGroup,856,2469.0,5.9,220.0,7.0,3138.0,5600.0,13200,22
835,Benchmark Electronics,863,2467.0,6.8,,-149.9,2097.0,1455.0,10600,28
836,Columbia Sportswear,841,2466.0,3.7,105.1,-45.2,2213.0,5351.0,6188,5
837,A. Schulman,811,2461.0,-1.4,33.0,,1754.0,1270.0,4900,-26
838,Verso,786,2461.0,-6.8,,,1732.0,580.0,4200,-52
839,Digital Realty Trust,901,2458.0,14.7,248.3,-41.7,21404.0,21701.0,1429,62
840,GNC Holdings,797,2453.0,-3.4,,,1517.0,323.0,11500,-43
841,E*Trade Financial,930,2452.0,21.0,614.0,11.2,63365.0,14692.0,3607,89
842,Hovnanian Enterprises,765,2452.0,-10.9,,,1901.0,271.0,1905,-77
843,Maximus,832,2451.0,2.0,209.4,17.4,1351.0,4353.0,20400,-11
844,Twitter,802,2443.0,-3.4,,,7413.0,21784.0,3372,-42
845,Par Pacific Holdings,974,2443.0,31.0,72.6,,1347.0,784.0,905,129
846,Parexel International,824,2442.0,0.6,107.3,-30.7,2313.0,,18900,-22
847,RH,902,2440.0,14.3,2.2,-59.6,1733.0,2050.0,4750,55
849,Knight-Swift Transportation Holdings,586,2426.0,116.9,484.3,416.0,7683.0,8199.0,25300,-263
850,Red Hat,920,2412.0,17.5,253.7,27.3,4535.0,26464.0,10500,70
851,Belden,846,2389.0,1.4,93.2,-27.2,3841.0,2891.0,8800,-5
852,Boyd Gaming,894,2384.0,9.1,189.2,-54.7,4686.0,3589.0,19707,42
853,Primoris Services,938,2380.0,19.2,72.4,170.8,1256.0,1287.0,7102,85
855,Donaldson,882,2372.0,6.8,232.8,22.0,1980.0,5851.0,13200,27
856,Party City Holdco,866,2372.0,3.9,215.3,83.3,3455.0,1504.0,14600,10
857,J.Crew Group,826,2370.0,-2.3,,,1201.0,0.0,8950,-31
858,EnerSys,861,2367.0,2.2,160.2,17.7,2293.0,2907.0,9400,3
859,Guess,887,2364.0,7.9,,-134.7,1656.0,1667.0,14700,28
861,WGL Holdings,848,2355.0,0.2,192.6,14.9,6626.0,4296.0,1586,-13
862,Wolverine World Wide,812,2350.0,-5.8,0.3,-99.7,2399.0,2753.0,3700,-50
863,Xilinx,885,2349.0,6.1,622.5,13.0,4741.0,18408.0,3831,22
864,Vornado Realty Trust,809,2345.0,-6.6,227.4,-74.9,17398.0,12786.0,3989,-55
865,Middleby,873,2336.0,3.0,298.1,4.9,3340.0,6896.0,8493,8
866,MPM Holdings,879,2331.0,4.4,0.0,,2717.0,1282.0,5200,13
867,Cleveland-Cliffs,907,2330.2,10.5,367.0,110.8,2953.4,2067.0,2938,40
868,GGP,849,2328.0,-0.8,657.3,-49.0,23350.0,19581.0,1700,-19
869,Cypress Semiconductor,959,2328.0,21.0,,,3537.0,6021.0,6099,90
870,Arch Coal,946,2325.0,17.7,238.5,,1980.0,1913.0,3790,76
871,GMS,976,2319.0,24.8,48.9,289.1,1393.0,1254.0,4464,105
872,Waters,899,2309.0,6.5,20.3,-96.1,5340.0,15553.0,7000,27
873,H.B. Fuller,913,2306.0,10.1,58.2,-53.1,4361.0,2513.0,5965,40
874,Affiliated Managers Group,892,2305.0,5.0,689.5,45.8,8702.0,10331.0,4400,18
875,PerkinElmer,875,2301.0,1.8,292.6,24.9,6092.0,8367.0,11000,0
876,Edgewell Personal Care,845,2298.0,-2.7,5.7,-96.8,4189.0,2636.0,6000,-31
877,Maxim Integrated Products,891,2296.0,4.6,571.6,151.3,4570.0,16935.0,7040,14
878,Knights of Columbus,880,2290.0,2.8,108.1,21.9,24954.0,,926,2
879,IDEX,906,2287.0,8.2,337.3,24.4,3400.0,10916.0,7167,27
880,DST Systems,847,2284.0,-3.0,451.5,5.7,2938.0,4962.0,14200,-33
881,Chicos FAS,814,2282.0,-7.8,101.0,10.7,1088.0,1152.0,12350,-67
882,Nu Skin Enterprises,888,2279.0,3.2,129.4,-9.5,1590.0,3888.0,48700,6
883,Herman Miller,874,2278.0,0.6,123.9,-9.4,1306.0,1907.0,7478,-9
884,NLV Financial,943,2275.0,14.4,259.9,66.6,30209.0,,1065,59
885,Curtiss-Wright,908,2271.0,7.7,214.9,14.7,3236.0,5976.0,8600,23
886,New Jersey Resources,970,2269.0,20.6,132.1,0.3,3929.0,3513.0,1052,84
887,REV Group,957,2268.0,17.7,31.4,3.9,1254.0,1341.0,7800,70
888,Mueller Industries,919,2266.0,10.2,85.6,-14.2,1320.0,1505.0,4125,31
889,GEO Group,895,2263.0,3.9,146.2,-1.7,4227.0,2531.0,18512,6
890,Allison Transmission Holdings,984,2262.0,22.9,504.0,134.5,4205.0,5404.0,2700,94
891,OGE Energy,876,2261.0,0.1,619.0,83.0,10413.0,6544.0,2413,-15
892,Cheesecake Factory,867,2261.0,-0.7,157.4,12.8,1333.0,2213.0,39100,-25
894,Tupperware Brands,886,2255.8,1.9,,-218.7,1388.0,2473.0,12000,-8
895,Euronet Worldwide,950,2252.0,15.0,156.8,-10.1,3140.0,4058.0,6600,55
896,FLEETCOR Technologies,988,2250.0,22.8,740.2,63.6,11318.0,18186.0,7890,92
897,Nationstar Mortgage Holdings,852,2247.0,-4.0,30.0,57.9,18036.0,1755.0,7600,-45
898,GoDaddy,980,2232.0,20.8,136.4,,5738.0,10315.0,5990,82
899,Blackhawk Network Holdings,966,2232.0,17.5,,-3444.1,4140.0,2529.0,3190,67
901,Snyders-Lance,862,2227.0,-3.8,148.5,897.6,3618.0,,5900,-39
902,Murphy Oil,972,2226.0,18.8,,,9861.0,4471.0,1128,70
903,CDK Global,905,2220.0,5.0,295.6,23.5,2883.0,8523.0,8900,2
904,Texas Roadhouse,942,2220.0,11.5,131.5,13.8,1331.0,4123.0,29524,38
907,Genesee & Wyoming,937,2208.0,10.3,549.1,289.0,8035.0,4435.0,8000,30
909,NewMarket,921,2198.0,7.3,190.5,-21.7,1712.0,4731.0,2223,12
910,99 Cents Only Stores,929,2194.0,6.4,,,1537.0,0.0,17200,19
911,PCM,877,2193.0,-2.5,3.1,-82.4,740.0,98.0,4118,-34
912,Federated Mutual Insurance,918,2181.0,5.8,217.6,-4.9,7630.0,,2388,6
913,HNI,890,2176.0,-1.3,89.8,4.9,1392.0,1568.0,9350,-23
914,Hospitality Properties Trust,922,2172.0,6.1,215.1,-3.6,7150.0,4165.0,450,8
915,Greenbrier Cos.,777,2169.0,-19.0,116.1,-36.6,2398.0,1442.0,11917,-138
916,Bio-Rad Laboratories,917,2160.0,4.4,122.2,370.2,4273.0,7443.0,8150,1
917,AvalonBay Communities,923,2159.0,5.5,876.9,-15.2,18415.0,22711.0,3123,6
918,Renewable Energy Group,924,2158.0,5.7,,-278.4,10056.0,497.0,853,6
919,Atlas Air Worldwide Holdings,985,2157.0,17.2,223.5,438.3,4956.0,1538.0,2870,66
920,Teradata,859,2156.0,-7.1,,-153.6,2556.0,4797.0,10615,-61
922,Teleflex,973,2146.0,14.9,152.5,-35.7,6182.0,11806.0,14400,51
923,Verisk Analytics,909,2145.0,1.8,555.1,-6.1,6020.0,17162.0,7192,-14
924,Popular,955,2145.0,11.0,107.7,-50.3,44277.0,4253.0,7784,31
926,Cooper Cos.,948,2139.0,8.8,372.9,36.1,4859.0,11217.0,11800,22
927,Express,893,2138.0,-2.5,19.4,-66.3,1188.0,564.0,9576,-34
929,Werner Enterprises,934,2117.0,5.4,202.9,156.4,1808.0,2645.0,12154,5
931,Woodward,931,2099.0,3.7,200.5,10.9,2757.0,4391.0,6829,0
932,F5 Networks,940,2090.0,4.8,420.8,15.0,2481.0,8943.0,4366,8
934,Roadrunner Transportation Systems,947,2082.0,2.4,,,863.0,98.0,4645,13
936,Catalent,979,2075.0,12.3,109.8,-1.5,3454.0,5474.0,10800,43
938,Universal,904,2071.0,-2.3,106.3,-2.5,2123.0,1215.0,24000,-34
939,Nordson,996,2067.0,14.3,295.8,8.8,3415.0,7904.0,7532,57
940,ResMed,986,2067.0,12.4,342.3,-2.9,3469.0,14074.0,6080,46
941,Tower International,927,2066.0,1.6,47.6,23.4,1260.0,570.0,7600,-14
942,Freds,903,2064.0,-2.9,,,655.0,114.0,7324,-39
944,Kennametal,912,2058.0,-1.9,49.1,,2416.0,3276.0,10744,-32
945,Autodesk,928,2057.0,1.3,,,4114.0,27418.0,8800,-17
946,Ply Gem Holdings,961,2056.0,7.6,68.3,-9.5,1320.0,1481.0,9471,15
947,Central Garden & Pet,989,2055.0,12.3,78.8,77.1,1307.0,2099.0,4050,42
948,Matson,954,2047.0,5.4,232.0,188.2,2248.0,1222.0,1947,6
949,EchoStar,719,2039.0,-33.3,392.6,118.2,8750.0,5061.0,2100,-230
952,Itron,933,2018.0,0.2,57.3,80.4,2106.0,2799.0,7150,-19
953,Portland General Electric,960,2009.0,4.5,187.0,-3.1,7838.0,3614.0,2906,7
955,Esterline Technologies,932,2005.0,-0.5,111.6,13.9,3120.0,2174.0,13255,-23
956,Delta Tucker Holdings,987,2004.0,9.2,30.6,,736.0,,8800,31
957,AMN Healthcare Services,964,1989.0,4.5,132.6,25.2,1254.0,2714.0,2980,7
958,Griffon,951,1986.0,1.5,14.9,-50.3,1874.0,866.0,4700,-7
960,Hexcel,936,1973.0,-1.5,284.0,13.7,2781.0,5791.0,6259,-24
962,Deluxe,978,1966.0,6.3,230.2,0.3,2209.0,3539.0,5886,16
965,Stewart Information Services,935,1956.0,-2.5,48.7,-12.3,1406.0,1042.0,5960,-30
966,Marriott Vacations Worldwide,994,1952.0,7.8,226.8,65.1,2906.0,3535.0,11000,28
967,SPX FLOW,939,1952.0,-2.2,46.4,,2689.0,2091.0,7000,-28
970,Cadence Design Systems,992,1943.0,7.0,204.1,0.5,2419.0,10415.0,7214,22
971,Nuance Communications,953,1939.0,-0.5,,,5932.0,4626.0,11600,-18
972,Finish Line,968,1934.0,2.4,,-183.2,747.0,559.0,8200,-4
976,Engility Holdings,915,1932.0,-7.0,,,2026.0,899.0,8700,-61
977,Ferrellgas Partners,926,1930.0,-5.3,,,1610.0,303.0,3891,-51
980,Oceaneering International,871,1922.0,-15.4,166.4,576.8,3024.0,1827.0,8200,-109
982,Rexnord,958,1918.0,-0.3,74.1,9.1,3539.0,3086.0,8000,-24
983,Beazer Homes USA,990,1916.0,5.2,31.8,577.9,2221.0,536.0,1100,7
992,VeriFone Systems,941,1871.0,-6.1,,,2322.0,1698.0,5600,-51
994,Tribune Media,896,1867.0,-14.1,194.1,1262.6,8169.0,3544.0,6000,-98
998,CoreLogic,952,1851.0,-5.2,152.2,42.8,4077.0,3694.0,5900,-46
1000,HCP,798,1848.0,-27.2,414.2,-34.0,14089.0,10910.0,190,-202
